RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,SIZE_numeric,FOCUS_numeric,RES_numeric,STATUS_numeric,Region_Africa,Region_Americas,Region_Asia,Region_Europe,Region_Oceania
1100.5,1300.5,Université Paris-Nanterre,France,Europe,XL,FO,VH,A,11.4,601.0,2.6,601.0,3.3,701.0,2.5,701.0,8.6,701.0,1.4,701.0,56.9,665.0,29.1,426.0,1.6,701.0,4,1.0,4,,False,False,False,True,False
1100.5,1100.5,Universiti Malaysia Sabah (UMS),Malaysia,Asia,L,FC,HI,A,14.7,592.0,8.9,601.0,8.5,701.0,3.7,701.0,10.2,701.0,4.7,701.0,28.2,701.0,3.8,701.0,1.4,701.0,3,,3,,False,False,True,False,False
1100.5,1100.5,Universiti Malaysia Sarawak (UNIMAS),Malaysia,Asia,M,FC,HI,A,13.2,601.0,7.3,601.0,13.1,701.0,3.2,701.0,34.8,461.0,10.5,701.0,28.9,701.0,3.7,701.0,9.1,,2,,3,,False,False,True,False,False
1100.5,1100.5,Universiti Malaysia Terengganu (UMT),Malaysia,Asia,M,FO,VH,A,10.5,601.0,4.3,601.0,12.0,701.0,12.2,685.0,11.1,701.0,12.1,676.0,50.2,701.0,3.7,701.0,18.2,,2,1.0,4,,False,False,True,False,False
1100.5,1100.5,Universiti Tun Hussein Onn University of Malaysia (UTHM),Malaysia,Asia,L,CO,VH,A,10.3,601.0,6.2,601.0,9.9,701.0,8.6,701.0,6.3,701.0,6.5,701.0,43.8,701.0,3.8,701.0,10.3,,3,0.0,4,,False,False,True,False,False
1100.5,1100.5,University of Arkansas Fayetteville ,United States,Americas,L,CO,VH,A,5.8,601.0,3.5,601.0,6.3,701.0,11.9,696.0,4.8,701.0,3.0,701.0,51.6,701.0,15.4,646.0,3.8,701.0,3,0.0,4,,False,True,False,False,False
1100.5,1100.5,University of Derby,United Kingdom,Europe,L,CO,HI,A,4.8,601.0,4.8,601.0,10.7,701.0,5.1,701.0,29.1,501.0,45.5,322.0,45.7,701.0,2.1,701.0,2.4,701.0,3,0.0,3,,False,False,False,True,False
1100.5,1100.5,University of Hradec Kralove,Czech Republic,Europe,M,FO,VH,A,5.0,601.0,2.5,601.0,22.4,626.0,5.4,701.0,51.4,361.0,3.2,701.0,41.3,701.0,4.2,701.0,1.0,701.0,2,1.0,4,,False,False,False,True,False
1100.5,1100.5,University of Idaho,United States,Americas,M,CO,VH,A,3.1,601.0,1.4,601.0,9.9,701.0,32.6,403.0,4.6,701.0,5.9,701.0,32.5,701.0,3.5,701.0,3.4,701.0,2,0.0,4,,False,True,False,False,False
1100.5,1100.5,University of Karachi,Pakistan,Asia,XL,CO,HI,A,11.6,601.0,16.1,529.0,1.6,701.0,4.9,701.0,3.5,701.0,1.1,701.0,36.8,701.0,42.8,299.0,1.2,701.0,4,0.0,3,,False,False,True,False,False
1100.5,1100.5,University of Louisville,United States,Americas,L,FC,HI,A,3.5,601.0,3.2,601.0,30.5,513.0,7.7,701.0,24.8,539.0,3.2,701.0,59.0,644.0,5.1,701.0,2.4,701.0,3,,3,,False,True,False,False,False
1100.5,825.5,University of Massachusetts Boston,United States,Americas,L,FO,VH,A,11.0,601.0,7.7,601.0,9.8,701.0,19.7,558.0,4.5,701.0,14.8,629.0,32.2,701.0,2.9,701.0,8.4,,3,1.0,4,,False,True,False,False,False
1100.5,1100.5,"University of Missouri, Kansas City",United States,Americas,M,CO,VH,A,4.4,601.0,4.4,601.0,14.3,701.0,16.9,606.0,4.1,701.0,20.0,542.0,29.3,701.0,6.6,701.0,1.8,701.0,2,0.0,4,,False,True,False,False,False
1100.5,1100.5,University of Naples Parthenope,Italy,Europe,M,FO,VH,A,3.8,601.0,1.9,601.0,3.3,701.0,42.4,325.0,1.7,701.0,2.1,701.0,30.8,701.0,1.7,701.0,3.0,701.0,2,1.0,4,,False,False,False,True,False
1100.5,975.5,University of New England Australia,Australia,Oceania,L,CO,VH,A,10.7,601.0,7.2,601.0,3.7,701.0,14.7,641.0,4.6,701.0,3.3,701.0,62.9,587.0,9.8,701.0,10.8,,3,0.0,4,,False,False,False,False,True
1100.5,1100.5,University of New Hampshire,United States,Americas,L,CO,VH,A,5.0,601.0,4.1,601.0,12.2,701.0,16.9,605.0,7.0,701.0,2.5,701.0,41.7,701.0,7.1,701.0,5.5,701.0,3,0.0,4,,False,True,False,False,False
1100.5,1100.5,University of North Carolina at Charlotte,United States,Americas,L,CO,VH,A,5.1,601.0,5.8,601.0,5.0,701.0,13.4,662.0,8.7,701.0,6.2,701.0,65.0,556.0,7.8,701.0,4.2,701.0,3,0.0,4,,False,True,False,False,False
1100.5,1100.5,University of North Texas,United States,Americas,XL,FC,HI,A,6.9,601.0,5.0,601.0,3.1,701.0,17.2,595.0,3.5,701.0,24.8,480.0,58.0,656.0,21.1,544.0,3.8,701.0,4,,3,,False,True,False,False,False
1100.5,1100.5,University of Rhode Island ,United States,Americas,L,CO,VH,A,5.6,601.0,3.5,601.0,6.7,701.0,16.2,618.0,5.2,701.0,2.6,701.0,48.9,701.0,11.8,701.0,54.1,294.0,3,0.0,4,,False,True,False,False,False
1100.5,975.5,University of Seoul ,South Korea,Asia,M,CO,VH,A,11.0,601.0,9.7,601.0,36.7,436.0,8.8,701.0,5.5,701.0,6.9,701.0,24.0,701.0,5.3,701.0,4.9,701.0,2,0.0,4,,False,False,True,False,False
1100.5,1100.5,University of Texas at San Antonio,United States,Americas,L,FO,VH,A,6.0,601.0,3.0,601.0,3.9,701.0,22.8,522.0,8.8,701.0,2.7,701.0,60.5,629.0,5.1,701.0,3.8,701.0,3,1.0,4,,False,True,False,False,False
1100.5,1100.5,University of Texas El Paso ,United States,Americas,L,FO,VH,A,4.4,601.0,2.6,601.0,5.7,701.0,14.2,650.0,9.0,701.0,5.3,701.0,66.2,535.0,3.0,701.0,2.9,701.0,3,1.0,4,,False,True,False,False,False
1100.5,1100.5,University of the Sunshine Coast ,Australia,Oceania,L,CO,HI,A,3.6,601.0,1.9,601.0,2.6,701.0,25.2,496.0,2.7,701.0,16.4,598.0,48.3,701.0,1.6,701.0,6.5,701.0,3,0.0,3,,False,False,False,False,True
1100.5,1100.5,University of Toledo,United States,Americas,L,FC,HI,A,3.7,601.0,3.0,601.0,9.6,701.0,18.2,582.0,6.0,701.0,10.4,701.0,45.4,701.0,7.7,701.0,1.7,701.0,3,,3,,False,True,False,False,False
1100.5,1100.5,University of Tulsa,United States,Americas,S,CO,VH,B,3.2,601.0,2.1,601.0,35.1,450.0,11.5,701.0,7.0,701.0,17.8,581.0,20.4,701.0,13.7,701.0,1.1,701.0,1,0.0,4,,False,True,False,False,False
1100.5,925.5,University of Vermont,United States,Americas,L,FC,HI,A,3.1,601.0,2.2,601.0,34.9,456.0,15.6,628.0,6.8,701.0,2.4,701.0,62.8,590.0,9.5,701.0,8.1,701.0,3,,3,,False,True,False,False,False
1100.5,1300.5,University of Warmia and Mazury in Olsztyn,Poland,Europe,L,FO,VH,A,6.9,601.0,8.9,601.0,28.6,539.0,3.7,701.0,2.0,701.0,2.7,701.0,40.6,701.0,3.2,701.0,7.1,701.0,3,1.0,4,,False,False,False,True,False
1100.5,1100.5,University of Wolverhampton,United Kingdom,Europe,L,CO,HI,A,3.2,601.0,2.7,601.0,10.2,701.0,8.3,701.0,33.3,475.0,69.2,214.0,45.7,701.0,4.7,701.0,1.3,701.0,3,0.0,3,,False,False,False,True,False
1100.5,1100.5,University of Wyoming,United States,Americas,M,CO,VH,A,3.2,601.0,1.6,601.0,28.4,545.0,21.1,542.0,6.8,701.0,4.0,701.0,52.2,701.0,6.5,701.0,3.6,701.0,2,0.0,4,,False,True,False,False,False
1100.5,1100.5,University of ilina,Slovakia,Europe,M,FO,VH,A,6.6,601.0,1.8,601.0,60.1,239.0,6.6,701.0,2.0,701.0,6.0,701.0,19.3,701.0,4.6,701.0,1.0,701.0,2,1.0,4,,False,False,False,True,False
1100.5,1100.5,Utah State University ,United States,Americas,L,CO,VH,A,6.2,601.0,2.0,601.0,5.4,701.0,22.4,527.0,1.1,701.0,1.6,701.0,54.7,700.0,7.6,701.0,7.4,701.0,3,0.0,4,,False,True,False,False,False
1100.5,1100.5,VSB - Technical University of Ostrava,Czech Republic,Europe,M,FO,VH,A,6.0,601.0,10.5,601.0,18.6,701.0,4.7,701.0,11.3,701.0,28.3,442.0,50.2,701.0,3.9,701.0,4.6,701.0,2,1.0,4,,False,False,False,True,False
1100.5,1100.5,Warsaw University of Life Sciences  SGGW (WULS-SGGW),Poland,Europe,L,FO,VH,A,6.6,601.0,4.4,601.0,18.8,701.0,6.8,701.0,2.3,701.0,6.4,701.0,74.4,416.0,3.0,701.0,6.9,701.0,3,1.0,4,,False,False,False,True,False
1100.5,925.5,West Virginia University,United States,Americas,L,FC,VH,A,5.6,601.0,4.7,601.0,12.8,701.0,18.5,575.0,5.8,701.0,4.2,701.0,66.7,528.0,14.3,686.0,6.7,701.0,3,,4,,False,True,False,False,False
1100.5,1100.5,Xi'an Jiaotong Liverpool University,China (Mainland),Asia,L,CO,HI,B,4.2,601.0,1.9,601.0,6.2,701.0,5.6,701.0,94.8,151.0,2.8,701.0,37.8,701.0,1.5,701.0,1.5,701.0,3,0.0,3,,False,False,True,False,False
1100.5,975.5,Yokohama National University,Japan,Asia,M,CO,VH,A,9.3,601.0,16.4,519.0,18.3,701.0,6.6,701.0,10.1,701.0,7.8,701.0,26.5,701.0,17.8,603.0,2.8,701.0,2,0.0,4,,False,False,True,False,False
1300.5,1401.0,Al-Balqa Applied University,Jordan,Asia,L,FC,HI,A,5.8,601.0,6.6,601.0,4.8,701.0,2.7,701.0,7.6,701.0,2.5,701.0,32.9,701.0,3.9,701.0,6.7,701.0,3,,3,,False,False,True,False,False
1300.5,1300.5,Alexandru Ioan Cuza University,Romania,Europe,L,FO,VH,A,7.5,601.0,11.9,601.0,5.5,701.0,3.0,701.0,3.5,701.0,9.6,701.0,40.2,701.0,14.3,684.0,3.2,701.0,3,1.0,4,,False,False,False,True,False
1300.5,1300.5,Anadolu University,Turkey,Asia,L,FO,HI,A,4.9,601.0,3.9,601.0,13.1,701.0,2.6,701.0,1.8,701.0,2.9,701.0,17.5,701.0,13.9,697.0,1.0,701.0,3,1.0,3,,False,False,True,False,False
1300.5,1300.5,Aoyama Gakuin University,Japan,Asia,L,CO,MD,B,7.0,601.0,10.9,601.0,5.2,701.0,1.8,701.0,15.4,663.0,2.5,701.0,6.2,701.0,9.5,701.0,1.0,701.0,3,0.0,2,,False,False,True,False,False
1300.5,1401.0,Ataturk University,Turkey,Asia,XL,SP,VH,A,5.8,601.0,2.3,601.0,2.9,701.0,4.4,701.0,3.2,701.0,7.4,701.0,39.4,701.0,7.8,701.0,1.1,701.0,4,,4,,False,False,True,False,False
1300.5,1300.5,Atma Jaya Catholic University Jakarta,Indonesia,Asia,M,FO,HI,C,6.8,601.0,7.7,601.0,8.7,701.0,1.3,701.0,3.4,701.0,1.2,701.0,7.5,701.0,18.0,601.0,1.1,701.0,2,1.0,3,,False,False,True,False,False
1300.5,1100.5,Beijing Foreign Studies University,China (Mainland),Asia,M,SP,VH,A,5.7,601.0,2.9,601.0,25.9,574.0,1.5,701.0,19.6,606.0,25.8,468.0,3.4,701.0,7.4,701.0,1.0,701.0,2,,4,,False,False,True,False,False
1300.5,1300.5,Benemérita Universidad Autónoma de Puebla,Mexico,Americas,XL,FC,HI,A,13.7,601.0,5.4,601.0,2.8,701.0,1.9,701.0,2.8,701.0,1.3,701.0,24.5,701.0,2.0,701.0,1.2,701.0,4,,3,,False,True,False,False,False
1300.5,1300.5,Birzeit university,"Palestinian Territory, Occupied",Asia,M,CO,HI,B,7.6,601.0,7.1,601.0,4.7,701.0,2.8,701.0,13.4,697.0,4.0,701.0,20.4,701.0,23.2,489.0,1.0,701.0,2,0.0,3,,False,False,True,False,False
1300.5,1300.5,British University in Egypt,Egypt,Africa,M,CO,HI,C,6.0,601.0,5.5,601.0,25.7,578.0,2.3,701.0,2.6,701.0,2.6,701.0,12.0,701.0,2.6,701.0,1.0,701.0,2,0.0,3,,True,False,False,False,False
1300.5,1300.5,Brock University,Canada,Americas,M,CO,VH,A,4.0,601.0,6.3,601.0,3.0,701.0,13.7,658.0,2.1,701.0,23.8,493.0,30.9,701.0,5.2,701.0,2.7,701.0,2,0.0,4,,False,True,False,False,False
1300.5,1300.5,Central Michigan University,United States,Americas,L,FC,HI,A,3.6,601.0,3.4,601.0,8.2,701.0,6.5,701.0,2.4,701.0,6.9,701.0,23.4,701.0,7.7,701.0,1.2,701.0,3,,3,,False,True,False,False,False
1300.5,1300.5,Chaoyang University of Technology,Taiwan,Asia,L,FO,VH,C,5.5,601.0,5.8,601.0,4.3,701.0,3.9,701.0,5.6,701.0,5.9,701.0,26.5,701.0,2.0,701.0,4.3,701.0,3,1.0,4,,False,False,True,False,False
1300.5,1300.5,China University of Political Science and Law,China (Mainland),Asia,L,FO,MD,A,2.7,601.0,37.6,251.0,8.0,701.0,1.2,701.0,3.7,701.0,1.5,701.0,6.1,701.0,5.8,701.0,1.0,701.0,3,1.0,2,,False,False,True,False,False
1300.5,1300.5,Chitkara University,India,Asia,L,CO,HI,B,6.1,601.0,7.4,601.0,15.9,701.0,2.2,701.0,5.5,701.0,3.0,701.0,29.4,701.0,1.9,701.0,3.3,701.0,3,0.0,3,,False,False,True,False,False
1300.5,1300.5,Cleveland State University,United States,Americas,M,CO,HI,A,4.1,601.0,3.1,601.0,9.2,701.0,4.0,701.0,4.0,701.0,26.2,462.0,16.7,701.0,7.3,701.0,1.0,701.0,2,0.0,3,,False,True,False,False,False
1300.5,1401.0,Cukurova University,Turkey,Asia,XL,FC,HI,A,4.9,601.0,3.8,601.0,5.2,701.0,2.6,701.0,1.9,701.0,3.3,701.0,46.2,701.0,7.6,701.0,2.9,701.0,4,,3,,False,False,True,False,False
1300.5,1300.5,CUNY The City College of New York,United States,Americas,M,FC,HI,A,7.2,601.0,3.0,601.0,11.9,701.0,11.3,701.0,6.7,701.0,4.7,701.0,24.8,701.0,1.5,701.0,2.5,701.0,2,,3,,False,True,False,False,False
1300.5,1300.5,Daffodil International University,Bangladesh,Asia,L,FO,VH,B,9.5,601.0,19.8,458.0,3.8,701.0,2.8,701.0,5.0,701.0,2.9,701.0,22.0,701.0,3.7,701.0,3.4,701.0,3,1.0,4,,False,False,True,False,False
1300.5,1300.5,Damascus University,Syrian Arab Republic,Asia,XL,FC,MD,A,6.1,601.0,3.7,601.0,1.4,701.0,1.2,701.0,4.0,701.0,6.0,701.0,18.4,701.0,90.2,76.0,1.1,701.0,4,,2,,False,False,True,False,False
1300.5,1300.5,Dokuz Eylül Üniversitesi,Turkey,Asia,XL,FC,HI,A,6.8,601.0,7.8,601.0,3.5,701.0,2.1,701.0,2.5,701.0,10.7,701.0,34.7,701.0,6.0,701.0,18.8,548.0,4,,3,,False,False,True,False,False
1300.5,1100.5,Doshisha University,Japan,Asia,L,CO,HI,B,8.6,601.0,11.4,601.0,5.2,701.0,1.8,701.0,17.6,631.0,3.7,701.0,18.7,701.0,19.1,576.0,1.0,701.0,3,0.0,3,,False,False,True,False,False
1300.5,1300.5,Erciyes Üniversitesi,Turkey,Asia,XL,FC,HI,A,4.4,601.0,3.0,601.0,2.0,701.0,5.3,701.0,3.1,701.0,5.7,701.0,45.1,701.0,1.7,701.0,8.8,,4,,3,,False,False,True,False,False
1300.5,1100.5,Escuela Politécnica Nacional,Ecuador,Americas,M,FO,VH,A,6.9,601.0,9.2,601.0,16.6,701.0,3.4,701.0,5.0,701.0,1.6,701.0,14.9,701.0,5.0,701.0,1.3,701.0,2,1.0,4,,False,True,False,False,False
1300.5,1300.5,Feng Chia University,Taiwan,Asia,L,FO,VH,C,10.8,601.0,7.9,601.0,4.4,701.0,6.1,701.0,3.4,701.0,4.4,701.0,11.2,701.0,15.5,643.0,16.7,566.0,3,1.0,4,,False,False,True,False,False
1300.5,1300.5,Florida Atlantic University - Boca Raton,United States,Americas,L,FC,HI,A,4.7,601.0,6.2,601.0,4.9,701.0,9.5,701.0,6.8,701.0,4.4,701.0,44.3,701.0,5.8,701.0,4.5,701.0,3,,3,,False,True,False,False,False
1300.5,1300.5,Fu Jen Catholic University,Taiwan,Asia,L,FC,HI,B,7.6,601.0,6.9,601.0,3.6,701.0,7.0,701.0,7.6,701.0,4.2,701.0,16.1,701.0,27.1,442.0,4.0,701.0,3,,3,,False,False,True,False,False
1300.5,1300.5,German University in Cairo,Egypt,Africa,L,CO,HI,B,8.3,601.0,15.2,552.0,7.0,701.0,2.2,701.0,13.4,698.0,1.1,701.0,12.8,701.0,4.4,701.0,1.0,701.0,3,0.0,3,,True,False,False,False,False
1300.5,1300.5,Hanoi University of Science and Technology,Vietnam,Asia,XL,FO,VH,A,7.3,601.0,7.3,601.0,2.4,701.0,4.7,701.0,4.2,701.0,1.2,701.0,23.1,701.0,23.1,493.0,3.4,701.0,4,1.0,4,,False,False,True,False,False
1300.5,1100.5,Harper Adams University,United Kingdom,Europe,S,CO,HI,A,4.2,601.0,10.3,601.0,6.1,701.0,6.9,701.0,17.4,635.0,7.6,701.0,11.6,701.0,1.5,701.0,1.0,701.0,1,0.0,3,,False,False,False,True,False
1300.5,1300.5,Helwan University ,Egypt,Africa,XL,CO,HI,A,7.3,601.0,12.4,601.0,3.6,701.0,1.6,701.0,1.1,701.0,1.6,701.0,50.7,701.0,13.2,701.0,1.5,701.0,4,0.0,3,,True,False,False,False,False
1300.5,1300.5,Hongik University ,South Korea,Asia,L,FO,VH,C,4.2,601.0,5.6,601.0,9.8,701.0,3.0,701.0,16.0,651.0,9.6,701.0,14.2,701.0,4.8,701.0,1.0,701.0,3,1.0,4,,False,False,True,False,False
1300.5,1100.5,Instituto Tecnológico de Santo Domingo (INTEC),Dominican Republic,Americas,M,FO,MD,A,1.6,601.0,4.0,601.0,35.4,447.0,1.4,701.0,10.0,701.0,4.1,701.0,5.6,701.0,38.5,332.0,1.0,701.0,2,1.0,2,,False,True,False,False,False
1300.5,1300.5,Istanbul Aydin University  ,Turkey,Asia,L,CO,MD,B,4.9,601.0,3.0,601.0,12.3,701.0,1.4,701.0,6.7,701.0,52.1,282.0,7.3,701.0,2.1,701.0,1.1,701.0,3,0.0,2,,False,False,True,False,False
1300.5,1300.5,Istanbul Bilgi Üniversitesi,Turkey,Asia,M,FO,HI,B,4.9,601.0,4.3,601.0,13.3,701.0,1.7,701.0,3.5,701.0,20.2,536.0,6.5,701.0,13.3,701.0,2.2,701.0,2,1.0,3,,False,False,True,False,False
1300.5,1300.5,Ivan Franko National University of Lviv,Ukraine,Europe,L,CO,HI,A,5.7,601.0,12.8,601.0,30.2,519.0,1.3,701.0,1.3,701.0,1.5,701.0,12.6,701.0,18.6,591.0,2.0,701.0,3,0.0,3,,False,False,False,True,False
1300.5,1300.5,Izmir Institute of Technology (IZTECH),Turkey,Asia,M,CO,HI,A,7.2,601.0,4.4,601.0,5.8,701.0,8.2,701.0,3.2,701.0,2.1,701.0,15.5,701.0,2.1,701.0,1.6,701.0,2,0.0,3,,False,False,True,False,False
1300.5,1300.5,Jeju National University ,South Korea,Asia,M,FC,VH,A,3.6,601.0,1.9,601.0,30.0,520.0,7.0,701.0,7.5,701.0,5.5,701.0,23.1,701.0,1.8,701.0,15.0,,2,,4,,False,False,True,False,False
1300.5,1100.5,Kazan National Research Technological University,Russia,Europe,L,FO,VH,A,5.7,601.0,4.1,601.0,18.9,701.0,1.4,701.0,2.7,701.0,29.6,434.0,7.2,701.0,3.1,701.0,1.0,701.0,3,1.0,4,,False,False,False,True,False
1300.5,1300.5,Kharkiv National University of Radio Electronics ,Ukraine,Europe,M,FO,VH,A,3.9,601.0,12.3,601.0,21.6,643.0,1.5,701.0,1.4,701.0,5.1,701.0,11.9,701.0,4.1,701.0,1.4,701.0,2,1.0,4,,False,False,False,True,False
1300.5,1300.5,Kindai University (Kinki University),Japan,Asia,XL,FC,HI,C,5.2,601.0,4.3,601.0,8.4,701.0,4.9,701.0,15.7,656.0,1.9,701.0,32.2,701.0,1.8,701.0,2.4,701.0,4,,3,,False,False,True,False,False
1300.5,1300.5,King Mongkut\'s Institute of Technology Ladkrabang,Thailand,Asia,L,FO,VH,A,8.3,601.0,3.7,601.0,4.2,701.0,3.1,701.0,16.7,642.0,2.2,701.0,18.5,701.0,6.2,701.0,1.1,701.0,3,1.0,4,,False,False,True,False,False
1300.5,1300.5,King Mongkut's University of Technology North Bangkok,Thailand,Asia,L,FO,VH,A,8.5,601.0,4.9,601.0,4.1,701.0,3.3,701.0,2.8,701.0,1.1,701.0,23.5,701.0,2.5,701.0,1.1,701.0,3,1.0,4,,False,False,True,False,False
1300.5,1100.5,Kookmin University ,South Korea,Asia,L,CO,HI,C,3.6,601.0,4.0,601.0,35.3,449.0,2.9,701.0,4.9,701.0,31.1,419.0,7.9,701.0,2.9,701.0,2.9,701.0,3,0.0,3,,False,False,True,False,False
1300.5,1100.5,Kyoto Institute of Technology,Japan,Asia,S,FO,VH,A,6.1,601.0,3.9,601.0,14.4,701.0,11.7,701.0,11.1,701.0,9.0,701.0,9.3,701.0,1.9,701.0,1.1,701.0,1,1.0,4,,False,False,True,False,False
1300.5,1300.5,Marquette University,United States,Americas,M,CO,VH,B,3.4,601.0,2.4,601.0,21.1,654.0,9.1,701.0,6.2,701.0,2.7,701.0,35.6,701.0,11.2,701.0,1.2,701.0,2,0.0,4,,False,True,False,False,False
1300.5,1100.5,Meiji University,Japan,Asia,XL,CO,HI,C,6.7,601.0,19.2,467.0,4.4,701.0,1.6,701.0,10.5,701.0,4.6,701.0,13.4,701.0,17.3,615.0,1.1,701.0,4,0.0,3,,False,False,True,False,False
1300.5,1300.5,Mendeleev University of Chemical Technology,Russia,Europe,M,FO,VH,A,4.5,601.0,3.9,601.0,24.2,608.0,2.8,701.0,1.1,701.0,9.1,701.0,15.3,701.0,8.8,701.0,1.0,701.0,2,1.0,4,,False,False,False,True,False
1300.5,1300.5,Miami University,United States,Americas,L,CO,HI,A,3.8,601.0,5.4,601.0,6.2,701.0,7.8,701.0,3.4,701.0,5.5,701.0,25.3,701.0,26.1,453.0,2.2,701.0,3,0.0,3,,False,True,False,False,False
1300.5,1300.5,Moscow Pedagogical State University,Russia,Europe,L,FO,HI,A,7.8,601.0,3.6,601.0,7.2,701.0,1.3,701.0,1.2,701.0,23.8,494.0,6.8,701.0,1.8,701.0,1.0,701.0,3,1.0,3,,False,False,False,True,False
1300.5,1300.5,Nagoya Institute of Technology (NIT),Japan,Asia,M,SP,VH,A,5.7,601.0,2.6,601.0,7.5,701.0,14.5,645.0,5.1,701.0,4.1,701.0,18.3,701.0,6.0,701.0,1.0,701.0,2,,4,,False,False,True,False,False
1300.5,1300.5,National Dong Hwa University,Taiwan,Asia,M,CO,HI,A,9.2,601.0,4.5,601.0,6.3,701.0,5.4,701.0,4.9,701.0,10.2,701.0,9.7,701.0,2.0,701.0,1.3,701.0,2,0.0,3,,False,False,True,False,False
1300.5,1300.5,National Research University Moscow Power Engineering Institute (MPEI),Russia,Europe,M,FO,VH,A,6.9,601.0,4.0,601.0,12.8,701.0,1.9,701.0,6.8,701.0,41.6,343.0,21.0,701.0,9.5,701.0,1.0,701.0,2,1.0,4,,False,False,False,True,False
1300.5,1300.5,National Taipei University,Taiwan,Asia,M,FO,HI,A,7.6,601.0,4.5,601.0,7.8,701.0,2.8,701.0,2.6,701.0,4.5,701.0,5.0,701.0,18.9,586.0,1.1,701.0,2,1.0,3,,False,False,True,False,False
1300.5,1300.5,National Taiwan Ocean University,Taiwan,Asia,M,FO,VH,A,6.0,601.0,3.2,601.0,11.9,701.0,10.8,701.0,7.5,701.0,7.6,701.0,22.6,701.0,3.3,701.0,17.5,560.0,2,1.0,4,,False,False,True,False,False
1300.5,1100.5,Novosibirsk State Technical University,Russia,Europe,M,FO,VH,A,6.0,601.0,6.4,601.0,27.6,553.0,1.7,701.0,1.4,701.0,41.7,342.0,8.4,701.0,5.7,701.0,1.0,701.0,2,1.0,4,,False,False,False,True,False
1300.5,1300.5,Óbuda University,Hungary,Europe,M,FO,VH,A,5.5,601.0,4.9,601.0,2.5,701.0,7.8,701.0,17.9,629.0,7.6,701.0,29.1,701.0,3.8,701.0,1.0,701.0,2,1.0,4,,False,False,False,True,False
1300.5,1100.5,Odessa I.I. Mechnikov National University,Ukraine,Europe,M,FO,VH,A,3.9,601.0,2.3,601.0,55.4,272.0,1.3,701.0,1.8,701.0,3.3,701.0,10.3,701.0,6.3,701.0,1.0,701.0,2,1.0,4,,False,False,False,True,False
1300.5,1300.5,Perm State National Research University,Russia,Europe,M,FO,VH,A,4.4,601.0,1.7,601.0,34.5,458.0,1.5,701.0,1.4,701.0,8.3,701.0,6.3,701.0,2.0,701.0,1.2,701.0,2,1.0,4,,False,False,False,True,False
1300.5,1300.5,Pondicherry University,India,Asia,M,CO,VH,A,4.1,601.0,2.1,601.0,5.4,701.0,16.5,616.0,1.9,701.0,1.1,701.0,21.1,701.0,2.7,701.0,5.8,701.0,2,0.0,4,,False,False,True,False,False
1300.5,1300.5,Pontificia Universidad Catolica Madre y Maestra,Dominican Republic,Americas,M,FC,MD,B,4.2,601.0,4.1,601.0,11.2,701.0,1.2,701.0,9.4,701.0,11.4,688.0,4.1,701.0,45.7,278.0,1.0,701.0,2,,2,,False,True,False,False,False
1300.5,1300.5,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),Brazil,Americas,M,FC,HI,B,6.3,601.0,3.9,601.0,12.3,701.0,9.4,701.0,2.6,701.0,1.7,701.0,30.5,701.0,9.2,701.0,1.1,701.0,2,,3,,False,True,False,False,False
1300.5,1300.5,Portland State University,United States,Americas,L,CO,VH,A,4.1,601.0,1.7,601.0,9.3,701.0,9.2,701.0,1.6,701.0,6.1,701.0,44.4,701.0,9.7,701.0,6.8,701.0,3,0.0,4,,False,True,False,False,False
1300.5,1300.5,Pukyong National University ,South Korea,Asia,L,CO,VH,A,5.7,601.0,3.1,601.0,12.7,701.0,7.0,701.0,6.2,701.0,7.1,701.0,32.3,701.0,1.6,701.0,28.4,,3,0.0,4,,False,False,True,False,False
1300.5,1300.5,Rikkyo University,Japan,Asia,L,FO,HI,C,4.0,601.0,9.6,601.0,8.2,701.0,2.1,701.0,23.7,552.0,5.6,701.0,13.7,701.0,5.8,701.0,1.2,701.0,3,1.0,3,,False,False,True,False,False
1300.5,1300.5,Saitama University,Japan,Asia,M,CO,VH,A,4.9,601.0,1.6,601.0,11.5,701.0,6.8,701.0,9.7,701.0,4.9,701.0,18.1,701.0,1.8,701.0,1.1,701.0,2,0.0,4,,False,False,True,False,False
1300.5,1300.5,Saken Seifullin Kazakh Agrotechnical University,Kazakhstan,Asia,M,FO,HI,B,9.7,601.0,9.3,601.0,27.8,550.0,1.2,701.0,10.1,701.0,4.2,701.0,2.6,701.0,3.4,701.0,2.0,701.0,2,1.0,3,,False,False,True,False,False
1300.5,1100.5,Sathyabama Institute of Science and Technology (deemed to be university),India,Asia,L,CO,VH,B,6.8,601.0,3.7,601.0,24.8,596.0,4.3,701.0,5.3,701.0,3.5,701.0,17.0,701.0,1.9,701.0,3.1,701.0,3,0.0,4,,False,False,True,False,False
